Aruba,ABW,24101.10943,33120.05418,36362.21932,35492.61849,
Afghanistan,AFG,1031.643135,1626.764793,1955.006208,,
Angola,AGO,3089.683369,3097.307292,5048.876449,6346.395122,6452.355165
Albania,ALB,2549.473022,3861.334172,6559.783257,10207.75235,13364.1554
Arab World,ARB,6808.206995,9415.632618,12442.18794,14518.82745,17570.1376
United Arab Emirates,ARE,72906.52012,82215.31447,79970.73625,56574.28818,75075.25741
Argentina,ARG,7380.115031,11916.58261,15334.93686,19817.45048,20610.56855
Armenia,ARM,2428.55896,2327.362521,5609.16897,7019.767748,10343.17559
Antigua and Barbuda,ATG,11326.70262,16526.98722,22634.001,19876.21532,26868.13352
Australia,AUS,17329.70661,26328.67368,34306.65231,41965.35842,51663.36509
Austria,AUT,19442.31204,29380.06604,37623.07576,44452.73275,55454.68929
Azerbaijan,AZE,5703.869981,3663.445253,9989.206473,15754.15236,18044.13678
Burundi,BDI,666.7039012,571.3263123,648.7489871,739.219255,744.182072
Belgium,BEL,18659.11956,27788.43052,35222.60515,40942.37271,51407.99834
Benin,BEN,949.1686909,1326.089814,1609.104674,1820.889304,2424.755845
Burkina Faso,BFA,547.9151714,855.7447616,1198.756926,1472.715841,1984.884306
Bangladesh,BGD,860.21051,1346.743205,1923.417573,2650.729933,4371.754986
Bulgaria,BGR,7493.206899,6377.837474,11313.55081,15676.13334,21960.36994
Bahrain,BHR,22786.05097,35763.21023,39170.68512,40168.32789,47303.04851
"Bahamas, The",BHS,20120.34846,26238.18446,30326.45273,29503.70807,32087.72915
Bosnia and Herzegovina,BIH,,4547.97267,7406.347448,9976.479662,14623.67405
Belarus,BLR,5429.321055,6027.325186,11409.2556,17166.69564,19994.80408
Belize,BLZ,3262.195857,5437.384498,7214.467355,7694.355111,8648.0888
Bermuda,BMU,26316.04395,40694.79221,53960.55659,54984.51039,
Bolivia,BOL,2402.712724,3478.202471,4386.565455,5524.717798,7873.166243
Brazil,BRA,6710.964526,9073.976905,11659.39278,15061.95319,16096.40096
Barbados,BRB,9601.754308,12734.21678,16099.4947,16321.98342,18554.12928
Brunei Darussalam,BRN,54959.66686,65305.76557,78411.6146,82502.9353,80920.04868
Bhutan,BTN,1527.318005,2640.679535,4317.784502,7097.18994,10167.93406
Botswana,BWA,5516.982749,8528.969125,11401.3476,13838.60282,18615.79334
Central African Republic,CAF,637.673007,676.8110417,791.9856238,1016.218552,859.9356196
Canada,CAN,20173.93565,29265.08444,37999.0386,41569.44962,48130.25597
Central Europe and the Baltics,CEB,7094.654527,9998.133467,15878.13511,22154.24909,31214.20902
Switzerland,CHE,27594.63205,35754.54761,45106.41668,56183.82162,68060.94105
Chile,CHL,4511.170059,9553.566623,15753.96299,20342.57092,25222.52778
China,CHN,987.6411788,2936.287745,5867.796877,10355.49571,18236.61298
Cote d'Ivoire,CIV,2132.102478,2378.610507,2443.851599,2495.495125,4207.086934
Cameroon,CMR,1949.280614,2039.934284,2568.442478,2914.237667,3785.079978
"Congo, Dem. Rep.",COD,900.0163607,455.8150878,555.799958,682.007332,932.1720068
"Congo, Rep.",COG,3454.245223,3677.147746,4591.995561,5353.804296,5662.063411
Colombia,COL,5015.546448,6694.81285,9036.314249,11650.19949,15012.93027
Comoros,COM,1674.552638,1900.656026,2183.490414,2465.324918,2913.387306
Cabo Verde,CPV,1087.722637,3101.002514,4655.64533,6102.412164,7454.063917
Costa Rica,CRI,5025.561226,7787.377759,10609.50688,13302.92828,17671.09535
Caribbean small states,CSS,5930.407218,9143.378944,13352.91441,14623.85809,16187.11186
Curacao,CUW,,23271.89021,26084.51284,27907.86602,27743.07005
Cayman Islands,CYM,,62144.8997,70105.89991,62861.18074,
Cyprus,CYP,13327.69096,21291.43211,29984.36507,33313.53723,38513.28457
Czech Republic,CZE,12659.85231,16190.80503,23776.48706,28797.41796,39743.59709
Germany,DEU,19496.7874,27202.79337,34124.87427,42541.53109,53074.54012
Djibouti,DJI,,,,2744.268655,
Dominica,DMA,4320.712191,6549.08947,8342.414879,10249.89541,11129.86119
Denmark,DNK,18215.50896,28662.09474,37295.65935,44403.38484,55671.16527
Dominican Republic,DOM,3579.193224,6595.771906,9049.39913,11580.56878,17748.18532
Algeria,DZA,6683.94251,8162.587573,11380.09442,13046.12851,15481.78762
East Asia & Pacific (excluding high income),EAP,1442.176694,3295.111724,5911.191537,9574.184054,16113.5407
Early-demographic dividend,EAR,2765.488453,4122.622963,5697.877096,7322.291207,10371.60394
East Asia & Pacific,EAS,3203.655579,5716.416718,8820.133431,12595.7799,19329.7759
Europe & Central Asia (excluding high income),ECA,6524.721226,6121.890196,11553.85911,17372.40528,21931.72445
Europe & Central Asia,ECS,11606.61429,15887.0865,22474.1713,27865.1447,34702.55472
Ecuador,ECU,4842.70098,5854.337577,8059.131304,9883.580029,11734.38739
"Egypt, Arab Rep.",EGY,3827.27758,5971.668538,7839.842257,9982.845702,12412.3094
Euro area,EMU,17006.07876,25319.12256,32500.33387,37435.67035,46207.32351
Eritrea,ERI,,1977.56065,2013.889196,2102.95406,
Spain,ESP,13664.44044,21587.25644,30688.36622,31867.97324,39715.43906
Estonia,EST,,9435.008551,19313.26424,24780.97878,35973.77646
Ethiopia,ETH,424.823989,494.2873019,728.390516,1161.581434,2022.137961
European Union,EUU,14810.28417,22069.49361,29083.33895,34463.41533,43398.9481
Fragile and conflict affected situations,FCS,1854.56305,2458.938951,3133.906938,3590.686801,4665.188533
Finland,FIN,18139.28789,26788.40847,34419.38065,40916.83858,48416.93603
Fiji,FJI,3823.297024,5312.128363,6892.836695,7520.373655,10879.47846
France,FRA,17624.23797,26094.25256,32434.86026,37440.63863,45342.39574
Faroe Islands,FRO,,,,,
"Micronesia, Fed. Sts.",FSM,1770.813987,2489.404148,3018.000788,3422.28921,3553.061455
Gabon,GAB,12690.81935,14182.23034,14708.23376,16011.1245,17875.76115
United Kingdom,GBR,16698.34176,26407.20992,34767.00114,37161.49069,45973.5735
Georgia,GEO,5413.801063,2932.733288,5536.086757,7897.696255,12004.57383
Ghana,GHA,1233.450597,1765.935336,2387.358547,3368.800837,4746.684995
Gibraltar,GIB,,,,,
Guinea,GIN,871.4993282,1208.548507,1453.004181,1721.451359,2504.869745
"Gambia, The",GMB,1588.889697,1952.907589,2121.13587,2261.049017,2612.000995
Guinea-Bissau,GNB,1060.093141,1122.741789,1259.812383,1506.695312,1799.067891
Equatorial Guinea,GNQ,660.4531105,8703.661456,29941.85897,34622.11627,22743.82443
Greece,GRC,13291.05198,19518.90751,28519.53894,26141.31959,29592.15242
Grenada,GRD,4696.942267,7589.576807,10283.79525,11040.10948,15557.54504
Greenland,GRL,,,,,
Guatemala,GTM,3310.022035,4830.764001,5928.026112,6844.540528,8462.374008
Guam,GUM,,,,,
Guyana,GUY,1865.863808,3673.79935,4562.465789,6106.967371,8640.73737
High income,HIC,18204.9284,27755.05417,36012.83267,40697.95572,50630.96212
"Hong Kong SAR, China",HKG,17504.3572,27068.81009,39949.13935,50085.95933,64596.56385
Honduras,HND,2081.50666,2628.424519,3493.06359,3984.497267,5138.752457
Heavily indebted poor countries (HIPC),HPC,992.2006879,1172.937516,1535.642914,1911.89919,2530.644477
Croatia,HRV,,10601.6383,17431.30471,20743.50638,27579.78083
Haiti,HTI,1337.982425,1363.804198,1417.629644,1569.198158,1866.617589
Hungary,HUN,,11854.81987,18342.71523,22894.34764,31102.50275
IBRD only,IBD,2872.31952,4450.626543,7014.622544,10083.15585,14749.82774
IDA & IBRD total,IBT,2573.365955,3857.150715,5957.991755,8389.37862,12003.29627
IDA total,IDA,1364.669379,1703.108039,2400.230408,3033.713738,4059.557395
IDA blend,IDB,2061.233695,2485.548644,3539.879646,4376.973084,5614.24668
Indonesia,IDN,3001.912768,4620.547598,6534.07551,8859.139998,13079.6193
IDA only,IDX,992.9225395,1292.186619,1804.757987,2331.347781,3249.854407
Isle of Man,IMN,,,,,
India,IND,1236.671208,2156.689919,3331.592127,4624.561404,7762.88177
Not classified,INX,,,,,
Ireland,IRL,13738.26598,30177.82788,44204.9969,44855.3247,83203.39468
"Iran, Islamic Rep.",IRN,7374.558729,10533.52478,15023.08444,18400.90629,
Iraq,IRQ,7498.159832,9717.658254,10840.81758,13693.97637,17435.85393
Iceland,ISL,21984.38665,29710.55155,39093.95196,40767.23641,57303.06078
Israel,ISR,15171.30224,24931.03887,25678.71429,30539.96337,39919.16965
Italy,ITA,18608.78827,27076.1868,32419.93615,36598.01497,41830.42633
Jamaica,JAM,4738.035258,6318.642619,7918.879434,8112.12923,9326.664059
Jordan,JOR,4128.381269,5815.873532,8443.677235,9235.879132,9478.904588
Japan,JPN,19561.20174,26838.69136,33090.19626,35774.69671,42797.45852
Kazakhstan,KAZ,8468.793605,7918.947004,16101.83296,21276.93402,27879.75195
Kenya,KEN,1523.7385,1669.318817,2081.164298,2515.927471,3467.556478
Kyrgyz Republic,KGZ,2254.800682,1650.785503,2219.185786,2920.60321,3884.708809
Cambodia,KHM,,1101.815794,1971.563042,2658.062552,4360.854404
Kiribati,KIR,1261.458411,1583.087611,1758.459498,1749.233461,2293.920333
St. Kitts and Nevis,KNA,10181.75938,17734.62004,23359.95826,24766.19605,30207.79021
"Korea, Rep.",KOR,8273.406045,18082.9548,25820.97163,31228.5107,40111.77576
Kuwait,KWT,,56067.05908,88482.98358,78021.67168,72897.56235
Latin America & Caribbean (excluding high income),LAC,5916.955561,8601.426246,11057.761,13886.95022,16017.99609
Lao PDR,LAO,1108.386981,1979.537838,3056.927319,4485.181127,7439.59936
Lebanon,LBN,3623.301987,8448.529729,9688.656235,13841.53501,13081.10746
Liberia,LBR,,1048.694769,901.3154509,1154.40937,1308.629536
Libya,LBY,,17437.0857,25053.9574,11096.15636,20764.16414
St. Lucia,LCA,6250.980005,8486.854699,10644.30463,12049.20936,13881.37213
Latin America & Caribbean,LCN,5970.196069,8808.172833,11430.60135,14320.89745,16590.22225
Least developed countries: UN classification,LDC,893.3917887,1179.141647,1705.14094,2221.762326,2995.447758
Low income,LIC,932.3972785,1070.447646,1419.147664,1774.898389,2287.806888
Liechtenstein,LIE,,,,,
Sri Lanka,LKA,2344.671738,4410.987735,6344.939228,9155.658792,13473.66309
Lower middle income,LMC,1825.847916,2601.490447,3843.313592,5104.081459,7655.137875
Low & middle income,LMY,2517.223465,3760.590188,5825.820718,8213.142226,11793.53738
Lesotho,LSO,843.071504,1303.543534,1837.356205,2578.639634,3219.457157
Late-demographic dividend,LTE,2856.188738,4751.742992,8237.190369,12702.98415,19073.35995
Lithuania,LTU,,8457.608774,16484.59202,22823.91839,35461.3591
Luxembourg,LUX,29664.79513,55348.89874,77951.36474,92005.01684,113337.4205
Latvia,LVA,,8015.685601,15745.10313,19789.4764,30304.8525
Macau,MAC,26204.0332,33616.33289,65257.00934,116456.9567,123892.1664
St. Martin (French part),MAF,,,,,
Morocco,MAR,2545.871185,3574.843324,5243.914739,6703.876831,8611.709833
Monaco,MCO,,,,,
Moldova,MDA,,2235.878102,3862.678175,5012.742008,7271.641919
Madagascar,MDG,1251.136354,1340.131271,1517.271503,1596.89409,1891.320668
Maldives,MDV,,7800.490466,10452.27422,12486.44691,15307.72194
Middle East & North Africa,MEA,7749.910006,10920.79108,14507.89546,17079.95723,20712.43251
Mexico,MEX,6498.917137,11089.81343,13808.17762,16520.25851,19844.64567
Marshall Islands,MHL,1998.490655,2476.246796,2946.295217,3285.582535,3989.037658
Middle income,MIC,2657.664681,4023.210724,6293.453734,8946.472562,12983.19953
North Macedonia,MKD,5527.681462,6127.035274,8584.853586,11611.25115,16358.66205
Mali,MLI,826.7915224,1166.376271,1639.719328,1877.892828,2316.6552
Malta,MLT,9338.486641,19425.71188,23223.97713,28585.82045,42581.09786
Myanmar,MMR,473.8636016,1025.710408,2322.057579,3864.959768,6674.028647
Middle East & North Africa (excluding high income),MNA,5257.833714,7365.486975,9880.058769,11637.70618,
Montenegro,MNE,,6002.627014,10447.90074,14472.45826,20689.98675
Mongolia,MNG,3324.141434,3704.257383,5949.514034,8853.125419,13799.90485
Northern Mariana Islands,MNP,,,,,
Mozambique,MOZ,,504.0740388,808.0249408,1078.208603,1459.698413
Mauritania,MRT,1817.595525,2255.10044,3277.513188,3483.522101,4150.965246
Mauritius,MUS,4919.358427,8977.839746,12338.18105,16561.77098,23750.98804
Malawi,MWI,484.6257673,703.1408641,811.5953094,1097.942135,1310.995555
Malaysia,MYS,6850.467599,12973.90027,17632.1306,21806.82279,31782.15336
North America,NAC,23518.2716,35642.46317,45483.55425,49058.92453,61303.19065
Namibia,NAM,3707.439304,5203.03658,7442.555097,8959.515893,11101.82628
New Caledonia,NCL,,,,,
Niger,NER,579.4986877,600.6752781,713.6738644,799.258376,1063.421841
Nigeria,NGA,2180.914504,2442.50098,3909.120916,5213.837194,5990.850432
Nicaragua,NIC,1929.123689,2718.03664,3506.683287,4163.256335,5533.551064
Netherlands,NLD,19145.38619,31875.23602,40971.26076,46599.02103,56328.94114
Norway,NOR,18432.49795,36941.60093,54104.28927,62076.74066,65510.58527
Nepal,NPL,770.9613269,1214.984044,1571.99503,2052.547197,3089.556352
Nauru,NRU,,,,7339.304367,16504.25793
New Zealand,NZL,14863.60432,21521.70657,27758.16574,32734.53667,41005.42087
OECD members,OED,16682.13346,25237.99078,32469.03153,36707.45905,45623.90308
Oman,OMN,22739.72191,34986.15382,39020.84471,41942.12056,41859.93448
Other small states,OSS,,10736.4667,16518.91374,23023.18244,27067.52837
Pakistan,PAK,1983.002405,2706.43252,3670.481818,4094.527112,5567.055608
Panama,PAN,5097.454419,8454.716158,11691.26125,17099.81883,25553.69671
Peru,PER,3409.302983,5115.127919,7365.736619,10626.07713,14418.07067
Philippines,PHL,2604.517106,3361.325849,4531.986252,5689.760941,8951.085654
Palau,PLW,,9889.832612,12837.98701,14527.31939,18510.21566
Papua New Guinea,PNG,1439.246666,2081.455362,2477.993252,3069.758098,4336.244657
Poland,POL,6175.624299,10652.90829,15142.18487,22850.63885,31336.6035
Pre-demographic dividend,PRE,1652.207153,1923.666761,2637.466672,3310.32687,3985.944915
Puerto Rico,PRI,14423.78702,24672.33756,32150.48833,34195.65107,39540.58693
"Korea, Dem. People?s Rep.",PRK,,,,,
Portugal,PRT,11761.71728,18879.28669,24657.10482,26769.51189,33415.4379
Paraguay,PRY,5147.915471,6353.237862,7600.70403,10016.77037,13599.92656
West Bank and Gaza,PSE,,2934.99453,3087.761911,4405.778573,5157.568578
Pacific island small states,PSS,2673.161492,3594.299891,4451.69905,4906.171306,6330.82474
Post-demographic dividend,PST,17872.41726,26805.94282,34872.53508,39204.53582,48705.20745
French Polynesia,PYF,,,,,
Qatar,QAT,,86169.39432,107541.4558,124024.5682,126898.4259
Romania,ROU,5272.16847,5848.885376,11544.68273,17907.67463,28206.35705
Russian Federation,RUS,8010.381893,6825.406038,14912.2453,24310.04397,27588.12544
Rwanda,RWA,561.8209842,637.9898128,1054.465817,1486.655474,2251.556388
South Asia,SAS,1276.960318,2134.106501,3210.32677,4351.006502,7084.490975
Saudi Arabia,SAU,27709.39272,34440.70584,41927.62125,48473.70921,55335.67959
Sudan,SDN,1143.53876,1845.523341,2702.901009,3643.092161,4767.689827
Senegal,SEN,1507.67839,1923.982135,2458.169034,2739.335655,3782.538613
Singapore,SGP,22655.11867,41662.74367,60745.45587,76034.33406,101531.6302
Solomon Islands,SLB,1221.941509,1445.486229,1611.374058,2064.595803,2422.819533
Sierra Leone,SLE,810.1181546,723.1020523,985.790854,1255.453038,1601.974029
El Salvador,SLV,2927.952216,4466.055172,5614.58149,6492.63255,8331.804142
San Marino,SMR,,60124.60568,78463.94477,65725.56752,
Somalia,SOM,,,,,
Serbia,SRB,,5726.130474,10198.61081,13746.92668,17434.91613
Sub-Saharan Africa (excluding high income),SSA,1718.319862,1983.586291,2729.701316,3350.823168,3985.118728
South Sudan,SSD,,,,3094.906841,
Sub-Saharan Africa,SSF,1719.344018,1985.14037,2731.306962,3352.703186,3987.503987
Small states,SST,,9908.134164,15073.32687,20249.80368,23836.72369
Sao Tome and Principe,STP,,,2147.582509,2612.010147,3418.58693
Suriname,SUR,6759.85989,7799.400009,11453.18223,14788.068,15510.46464
Slovak Republic,SVK,,11378.14219,18894.40435,26049.79238,33736.40094
Slovenia,SVN,12360.48416,18003.72503,25693.73095,28931.38371,38048.78466
Sweden,SWE,20218.56338,29453.55155,37435.37573,44503.67324,53208.88436
Eswatini,SWZ,3655.331297,4905.545477,7005.219336,8370.819097,10637.84173
Sint Maarten (Dutch part),SXM,,,,36340.24464,
Seychelles,SYC,9225.468909,14684.04361,17520.16314,22556.58257,30557.07572
Syrian Arab Republic,SYR,,,,,
Turks and Caicos Islands,TCA,,,,19845.63099,25370.73354
Chad,TCD,719.8190101,789.0857645,1595.093799,1852.938156,1968.258262
East Asia & Pacific (IDA & IBRD countries),TEA,1457.916176,3331.012877,5975.366075,9676.71589,16282.93743
Europe & Central Asia (IDA & IBRD countries),TEC,6516.116604,6566.383937,11926.1642,17875.27319,22758.66419
Togo,TGO,842.6164438,983.1198991,1065.777629,1286.470497,1773.896632
Thailand,THA,4317.519756,7312.810698,11039.84209,13537.48834,19051.33338
Tajikistan,TJK,2375.937064,943.1371819,1658.496929,2245.785335,3449.779316
Turkmenistan,TKM,5396.954295,4243.798539,6539.938877,11212.4865,19304.10131
Latin America & the Caribbean (IDA & IBRD countries),TLA,5941.420264,8727.970333,11326.51806,14240.95759,16510.95875
Timor-Leste,TLS,,2597.769954,8277.114781,9860.331546,7658.434996
Middle East & North Africa (IDA & IBRD countries),TMN,5284.488729,7413.21342,9957.018439,11722.82171,
Tonga,TON,2321.4358,3665.902526,4474.59379,5151.454825,6419.561778
South Asia (IDA & IBRD),TSA,1276.960318,2134.106501,3210.32677,4351.006502,7084.490975
Sub-Saharan Africa (IDA & IBRD countries),TSS,1719.344018,1985.14037,2731.306962,3352.703186,3987.503987
Trinidad and Tobago,TTO,7080.989817,14590.83383,27346.16638,30980.45449,32014.78313
Tunisia,TUN,3639.389213,6021.264395,8421.998833,10139.13146,12502.82019
Turkey,TUR,6141.073464,9583.78065,13621.46548,19651.67848,28068.85941
Tuvalu,TUV,1542.80705,2428.493554,2672.208254,3180.104184,4049.56438
Tanzania,TZA,1002.928575,1245.069474,1815.144391,2329.330437,3240.262937
Uganda,UGA,501.7489953,849.103967,1242.210442,1679.937855,2038.073892
Ukraine,UKR,6790.330547,3817.510547,7227.729835,8281.867126,9249.462135
Upper middle income,UMC,3409.172823,5419.379683,8834.500571,13106.17993,19028.86276
Uruguay,URY,6386.691086,10249.7381,12399.89304,17993.44754,23572.17746
United States,USA,23888.60001,36334.90878,46298.73144,49883.11398,62794.58565
Uzbekistan,UZB,2499.383715,2499.496162,3740.23256,5502.049022,8556.051512
St. Vincent and the Grenadines,VCT,3619.212246,6018.054836,9223.366048,9965.064507,12287.9755
"Venezuela, RB",VEN,9486.936761,11609.45843,15038.96211,17319.28961,
Vietnam,VNM,945.8703268,2048.363759,3332.143253,4662.223052,7447.814334
Vanuatu,VUT,1654.986462,2247.43859,2537.567155,2905.904722,3221.149823
World,WLD,5498.504312,7986.020966,10959.07067,13592.33638,17948.41704
Samoa,WSM,2397.690956,3487.169815,5027.896853,5655.137334,6483.534228
Kosovo,XKX,,3688.088054,6390.420478,8222.285712,11348.36345
"Yemen, Rep.",YEM,2223.028771,3181.383522,3915.384569,3876.302619,2575.126385
South Africa,ZAF,6424.502215,7719.255957,10524.34606,12179.17419,13686.88236
Zambia,ZMB,1517.926292,1691.967387,2434.454195,3419.01046,4223.906936
Zimbabwe,ZWE,1829.677575,2344.271146,1738.51425,2168.110293,3029.793005